Version,0.036,,,,,,,,,,,,,Lavar,,,,,,,,,,
Member Label,Member Description,P_Familj,Group Name,Variable Name,Internet link,Latin,P_Storaarter,P_Ris,P_BuskarTrad,P_Barande,P_Habitat_gräsm,P_Habitat_våtm,P_Mossor,P_Lavar,P_H8230,P_H6110,P_Silikat,P_Vatten,P_Kalk,P_Dike,P_Artrikt,P_Hällmark,P_naturahabitat,P_Sand
Stensöta,Polypodium vulgare,Stensöteväxter,SmaProvArt,Stensota,https://sv.wikipedia.org/wiki/Stens%C3%B6ta,Polypodium vulgare,,,,,,,,,,,Silikat,,,,,Hällmark,,
Stinknäva,Geranium robertianum,Näveväxter,SmaProvArt,Stinknava,https://sv.wikipedia.org/wiki/Stinkn%C3%A4va,Geranium robertianum,,,,,,,,,,,Silikat,,,,,Hällmark,,
Stinksyska,Stachys sylvatica,Kransblommiga,SmaProvArt,Stinksyska,https://sv.wikipedia.org/wiki/Stinksyska,Stachys sylvatica,,,,,,,,,,,,,,,,,,
Stor Björnmossa,Polytrichum commune,Mossor,SmaProvArt,Stor_Bjornmossa,https://sv.wikipedia.org/wiki/Stor_bj%C3%B6rnmossa,Polytrichum commune,,,,,,Våtmark,Mossor,,,,Silikat,,,,,Hällmark,,
Stor Blåklocka,Campanula persicifolia,Klockväxter,SmaProvArt,Stor_Blaklocka,https://sv.wikipedia.org/wiki/Stor_bl%C3%A5klocka,Campanula persicifolia,,,,,,,,,,,Silikat,,,,Artrikt,Hällmark,,
Stor Fetknopp,Sedum rupestre,Fetbladsväxter,SmaProvArt,Stor_Fetknopp,https://sv.wikipedia.org/wiki/stor_fetknopp,Sedum rupestre,,,,,,,,,KT,,Silikat,,Kalk,,,Hällmark,,
Stor Klockmossa,Encalypta streptocarpa,Mossor,SmaProvArt,Stor_Klockmossa,https://artfakta.se/artbestamning/taxon/Encalypta%20streptocarpa-2425,,,,,,,,Mossor,,,KT,Silikat,,Kalk,,,Hällmark,,
Stor Skedmossa,Calliergon giganteum,Mossor,SmaProvArt,Stor_Skedmossa,https://artfakta.se/artbestamning/taxon/calliergon-giganteum-2717,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Stormåra,Galium mollugo,Måreväxter,SmaProvArt,Stormara,https://sv.wikipedia.org/wiki/Storm%C3%A5ra,Galium mollugo,,,,,,,,,,,,,,,,,,
Strandklo,Lycopus europaeus,Kransblommiga,SmaProvArt,Strandklo,https://sv.wikipedia.org/wiki/Strandklo,Lycopus europaeus,,,,,,,,,,,,,,,,,,
Strandkrypa,Lysimachia maritima,Viveväxter,SmaProvArt,Strandkrypa,https://artfakta.se/artbestamning/taxon/Lysimachia%20maritima-222844,,,,,,,,,,,,,,,,,,,
Strandveronika,Veronica longifolia,Grobladsväxter,SmaProvArt,Strandveronika,https://artfakta.se/artbestamning/taxon/Veronica%20longifolia-221893,,,,,,,,,,,,,,,,,,,
Strutlav,Flavocetraria cucullata,Lavar,SmaProvArt,Strutlav,https://sv.wikipedia.org/wiki/Strutlav,Flavocetraria cucullata,,,,,,,,Lavar,,,Silikat,,Kalk,,,Hällmark,,
Strätta,Angelica sylvestris,Flockblommiga,SmaProvArt,Stratta,https://sv.wikipedia.org/wiki/Str%C3%A4tta,Angelica sylvestris,,,,,,,,,,,,,,,,,,
Styv Kalkmossa,Tortella rigens,Mossor,SmaProvArt,Styv_Kalkmossa,https://artfakta.se/artbestamning/taxon/Tortella%20rigens-2083,,,,,,,,Mossor,,,KT,,,Kalk,,,Hällmark,,
Styvfibblor,Hieracium sect. Tridentata,Korgblommiga,SmaProvArt,Styvfibblor,https://sv.wikipedia.org/wiki/Styvfibblor,Hieracium sect. Tridentata,,,,,,,,,,,,,,,,,,
Styvmorsviol,Viola tricolor,Violväxter,SmaProvArt,Styvmorsviol,https://sv.wikipedia.org/wiki/Styvmorsviol,Viola tricolor,,,,,,,,,KT,,Silikat,,Kalk,,Artrikt,Hällmark,,
"Stångfibbl, Övriga",Pilosella spp.,Korgblommiga,SmaProvArt,Stangfibblor,https://artfakta.se/artbestamning/taxon/Pilosella-1005881,,,,,,,,,,,,,,Kalk,,,,,
Sumpförgätmigej,Myosotis laxa,Strävbladiga,SmaProvArt,Sumpforgatmigej,https://artfakta.se/artbestamning/taxon/Myosotis%20laxa-221543,,,,,,,,,,,,,,Kalk,,,,,
Sumpmåra,Galium uliginosum,Måreväxter,SmaProvArt,Sumpmara,https://sv.wikipedia.org/wiki/Sumpm%C3%A5ra,Galium uliginosum,,,,,,,,,,,,,,,,,,
Svalting,Alisma plantago-aquatica,Svaltingväxter,SmaProvArt,Svalting,https://sv.wikipedia.org/wiki/Svalting,Alisma plantago-aquatica,,,,,,,,,,,,,,,,,,
Svartbräken,Asplenium trichomanes,Ormbunksväxter,SmaProvArt,Svartbraken,https://artfakta.se/artbestamning/taxon/Bartsia%20alpina-220434,,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Svarthö,Bartsia alpina,Snyltrotsväxter,SmaProvArt,Svartho,https://sv.wikipedia.org/wiki/Svarth%C3%B6,Bartsia alpina,,,,,Gräsmark,,,,,,,,,,,,,
Svartkämpar,Plantago lanceolata,Grobladsväxter,SmaProvArt,Svartkampar,https://sv.wikipedia.org/wiki/Svartk%C3%A4mpar,Plantago lanceolata,,,,,,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Svavellav,Fulgensia fulgens,Lavar,SmaProvArt,Svavellav,https://artfakta.se/artbestamning/taxon/Gyalolechia%20fulgens-1803,,,,,,,,,Lavar,,,,,Kalk,,,Hällmark,,
Svinrot,Scorzonera humilis,Korgblommiga,SmaProvArt,Svinrot,https://sv.wikipedia.org/wiki/Svinrot,Scorzonera humilis,,,,,,,,,,,,,,,,,,
Syren,Syringa vulgaris,Syrenväxter,TradBuskArt,Syren,https://sv.wikipedia.org/wiki/Syren,,,,Buskar,,,,,,,,,,,,,,,
Säcklav,Solorina saccata,Lavar,SmaProvArt,Sacklav,http://www.nrm.se/faktaomnaturenochrymden/vaxter/kryptogamer/manadenskryptogam/lavar/sacklavarkalkalskandelavar.3706.html,Solorina saccata,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Sälg ,Salix caprea,Videväxter,TradBuskArt,Salg,https://sv.wikipedia.org/wiki/S%C3%A4lg,Salix caprea,,,Träd,Bärande,,,,,,,,,,,,,,
Säv/Blåsäv,Schoenoplectus lacustris/S. tabernaemontani,Halvgräs,SmaProvArt,Sav_Blasav,https://sv.wikipedia.org/wiki/S%C3%A4v/bl%C3%A5s%C3%A4v,Schoenoplectus lacustris/S. tabernaemontani,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Takmossa,Syntrichia ruralis,Mossor,SmaProvArt,Takmossa,https://sv.wikipedia.org/wiki/Takmossa,Syntrichia ruralis,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Tall,Pinus sylvestris,Tallväxter,TradBuskArt,Tall,https://sv.wikipedia.org/wiki/Tall,Pinus sylvestris,,,Träd,,,,,,,,,,,,,,,
Tallvitmossa,Sphagnum capillifolium,Mossor,SmaProvArt,Tallvitmossa,https://sv.wikipedia.org/wiki/Tallvitmossa,Sphagnum capillifolium,,,,,,,Mossor,,,,,,,,,,,
Tegellav,Psora decipiens,Lavar,SmaProvArt,Tegellav,https://artfakta.se/artbestamning/taxon/Psora%20decipiens-229783,,,,,,,,,Lavar,,,,,Kalk,,,Hällmark,,
Teveronika,Veronica chamaedrys,Grobladsväxter,SmaProvArt,Teveronika,https://sv.wikipedia.org/wiki/Teveronika,Veronica chamaedrys,,,,,,,,,,,Silikat,,,,,Hällmark,,
Tibast,Daphne mezereum,Tibastväxter,TradBuskArt,Tibast,https://sv.wikipedia.org/wiki/Tibast,Daphne mezereum,,,Buskar,Bärande,,,,,,,,,,,,,,
Tiggarranunkel,Ranunculus sceleratus,Ranunkelväxter,SmaProvArt,Tiggarranunkel,https://artfakta.se/artbestamning/taxon/ranunculus-sceleratus-222920,,,,,,,,,,,,,,,,,,,
Timotej/Ängskavle,Phleum pratense/Alopecurus pratensis,Gräs,SmaProvArt,Timotej_Angskavle,http://linnaeus.nrm.se/flora/mono/poa/alope/aloppra.html,,,,,,,,,,,,,,,,,,,
Tjock Kantlav,Squamarina cartilaginea,Lavar,SmaProvArt,Tjock_Kantlav,https://artfakta.se/artbestamning/taxon/Squamarina%20cartilaginea-230050,,,,,,,,,Lavar,,,,,Kalk,,,Hällmark,,
Tjärblomster,Viscaria vulgaris,Nejlikväxter,SmaProvArt,Tjarblomster,https://sv.wikipedia.org/wiki/Tj%C3%A4rblomster,Viscaria vulgaris,,,,,,,,,KT,,Silikat,,Kalk,,Artrikt,Hällmark,,
"Tok, Ölandstok",Dasiphora fruticosa,Rosväxter,TradBuskArt,Tok_Olandstok,https://sv.wikipedia.org/wiki/%C3%B6landstok,,,,Buskar,,,,,,,,,,Kalk,,,,,
Toppjungfrulin,Polygala comosa,Jungfrulinväxter,SmaProvArt,Toppjungfrulin,https://artfakta.se/artbestamning/taxon/Polygala%20comosa-1262,,,,,,,,,,,,,,Kalk,,,,,
Topplösa,Lysimachia thyrsiflora,Viveväxter,SmaProvArt,Topplosa,https://sv.wikipedia.org/wiki/Toppl%C3%B6sa,Lysimachia thyrsiflora,,,,,,,,,,,,,,,,,,
Torsklavar,Peltigera aphthosa/P. vermicularis,Lavar,SmaProvArt,Torsklavar,https://artfakta.se/artbestamning/taxon/Peltigera%20aphthosa%20agg.-6042276,Peltigera aphthosa/P. vermicularis,,,,,,,,Lavar,,,Silikat,,,,,Hällmark,,
Torta,Lactuca alpina,Korgblommiga,SmaProvArt,Torta,https://artfakta.se/artbestamning/taxon/Lactuca%20alpina-221184,,,,,,,,,,,,,,,,,,,
Trampört,Polygonum aviculare,Slideväxter,SmaProvArt,Tramport,https://sv.wikipedia.org/wiki/Tramp%C3%B6rt,Polygonum aviculare,,,,,,,,,,,,,,,,,,
Tranbär,Vaccinium oxycoccos,Ljungväxter,SmaProvArt,Tranbar,https://sv.wikipedia.org/wiki/Tranb%C3%A4r,Vaccinium oxycoccos,,,,,,,,,,,,,,,,,,
Trekantig Svanmossa,Meesia triquetra,Mossor,SmaProvArt,Trekantig_Svanmossa,https://artfakta.se/artbestamning/taxon/meesia-triquetra-2397,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Trift,Armeria maritima,Triftväxter,SmaProvArt,Trift,https://sv.wikipedia.org/wiki/Trift,Armeria maritima,,,,,,,,,,,Silikat,,,,,Hällmark,,
Trådstarr,Carex lasiocarpa,Halvgräs,SmaProvArt,Tradstarr,https://sv.wikipedia.org/wiki/Tr%C3%A5dstarr,Carex lasiocarpa,Stor art,,,,,,,,,,,,,,,,,
Trådtåg,Juncus filiformis,Tågväxter,SmaProvArt,Tradtag,http://linnaeus.nrm.se/flora/mono/junca/juncu/juncfil.html,Juncus filiformis,,,,,,,,,,,,,,,,,,
Träjon,Dryopteris filix-mas,Träjonväxter,SmaProvArt,Trajon,https://sv.wikipedia.org/wiki/Tr%C3%A4jon,Dryopteris filix-mas,,,,,,,,,,,,,,,,,,
Tuffmossor,Palustriella spp.  (ej Cratoneuron!),Mossor,SmaProvArt,Tuffmossor ,https://artfakta.se/artbestamning/taxon/palustriella-1004670,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Tulkört,Vincetoxicum hirundinaria,Oleanderväxter,SmaProvArt,Tulkort,https://sv.wikipedia.org/wiki/Tulk%C3%B6rt,Vincetoxicum hirundinaria,Stor art,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Tuschlav,Lasallia pustulata,Lavar,SmaProvArt,Tuschlav,https://artfakta.se/artbestamning/taxon/Lasallia%20pustulata-228943,Lasallia pustulata,,,,,,,,Lavar,KT,,Silikat,,,,,Hällmark,,
Tuv-/Stylt-/Bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,Halvgräs,SmaProvArt,Tuv_Stylt_Bunkestarr,https://sv.wikipedia.org/wiki/Tuv-/stylt-/bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Tuvsäv,Trichophorum cespitosum subsp. cespitosum,Halvgräs,SmaProvArt,Tuvsav,https://sv.wikipedia.org/wiki/Tuvs%C3%A4v,Trichophorum cespitosum subsp. cespitosum,,,,,,,,,,,,,,,,,,
Tuvtåtel,Deschampsia cespitosa,Gräs,SmaProvArt,Tuvtatel,https://sv.wikipedia.org/wiki/Tuvt%C3%A5tel,Deschampsia cespitosa,,,,,,,,,,,,,,,,,,
Tuvull,Eriophorum vaginatum,Halvgräs,SmaProvArt,Tuvull,https://sv.wikipedia.org/wiki/Tuvull,Eriophorum vaginatum,,,,,,,,,,,,,,,,,,
Tvåblad,Listera ovata,Orkideer,SmaProvArt,Tvablad,https://artfakta.se/artbestamning/taxon/Neottia%20ovata-219847,,,,,,Gräsmark,Våtmark,,,,,,,,,,,,
Tysklönn,Acer pseudoplatanus,Kinesträdsväxter,TradBuskArt,Tysklonn,https://sv.wikipedia.org/wiki/Tyskl%C3%B6nn,Acer pseudoplatanus,,,Träd,,,,,,,,,,,,,,,
Tät Vitmossa,Sphagnum compactum,Mossor,SmaProvArt,Tat_Vitmossa,https://artfakta.se/artbestamning/taxon/2868,Sphagnum compactum,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Tätört,Pinguicula vulgaris,Tätörtsväxter,SmaProvArt,Tatort,https://sv.wikipedia.org/wiki/T%C3%A4t%C3%B6rt,Pinguicula vulgaris,,,,,,,,,,,,,,,,,,
Ullvitmossa,Sphagnum tenellum,Mossor,SmaProvArt,Ullvitmossa,https://artfakta.se/artbestamning/taxon/sphagnum-tenellum-2881,,,,,,,Våtmark,Mossor,,,,,,,,,,,
Vanlig Smörblomma,Ranunculus acris subsp. acris,Ranunkelväxter,SmaProvArt,Vanlig_Smorblomma,https://sv.wikipedia.org/wiki/Vanlig_sm%C3%B6rblomma,Ranunculus acris subsp. acris,,,,,,,,,,,,,,,,,,
Vass,Phragmites australis,Gräs,SmaProvArt,Vass,https://sv.wikipedia.org/wiki/Vass,Phragmites australis,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Vasstarr,Carex acuta,Halvgräs,SmaProvArt,Vasstarr,https://sv.wikipedia.org/wiki/Vasstarr,Carex acuta,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Vattenklöver,Menyanthes trifoliata,Vattenklöverväxter,SmaProvArt,Vattenklover,https://sv.wikipedia.org/wiki/Vattenkl%C3%B6ver,Menyanthes trifoliata,,,,,,,,,,,,Vatten,,Dike,,,,
Vattenmynta,Mentha aquatica,Kransblommiga,SmaProvArt,Vattenmynta,https://artfakta.se/artbestamning/taxon/Mentha%20aquatica-221711,,,,,,,,,,,,,,,,,,,
Vattenmåra,Galium palustre,Måreväxter,SmaProvArt,Vattenmara,https://sv.wikipedia.org/wiki/Vattenm%C3%A5ra,Galium palustre,,,,,,,,,,,,,,,,,,
Veketåg,Juncus effusus,Tågväxter,SmaProvArt,Veketag,https://sv.wikipedia.org/wiki/Veket%C3%A5g,Juncus effusus,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Ven-Arter,Agrostis,Gräs,SmaProvArt,Ven_Arter,https://sv.wikipedia.org/wiki/Ven-arter,Agrostis,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Videkornell,Cornus sericea,Kornellväxter,TradBuskArt,Videkornell,https://sv.wikipedia.org/wiki/Videkornell,Cornus sericea,,,Buskar,,,,,,,,,,,,,,,
"Viden, Delvis",Salix,Videväxter,TradBuskArt,Viden_Delvis,https://sv.wikipedia.org/wiki/Videsl%C3%A4ktet,,,,Buskar,,,,,,,,,,,,,,,
Videört,Lysimachia vulgaris,Viveväxter,SmaProvArt,Videort,https://sv.wikipedia.org/wiki/Vide%C3%B6rt,Lysimachia vulgaris,,,,,,,,,,,,,,,,,,
Vildlin,Linum catharticum,Linväxter,SmaProvArt,Vildlin,https://sv.wikipedia.org/wiki/Vildlin,Linum catharticum,,,,,Gräsmark,,,,,,Silikat,,Kalk,,,Hällmark,,
Vildmorot,Daucus carota subsp. carota,Flockblommiga,SmaProvArt,Vildmorot,https://sv.wikipedia.org/wiki/Vildmorot,Daucus carota subsp. carota,,,,,,,,,,,,,Kalk,,Artrikt,Hällmark,,
Vinbär,Ribes,Rosväxter,TradBuskArt,Vinbar,https://sv.wikipedia.org/wiki/Vinb%C3%A4r,Ribes,,,Buskar,Bärande,,,,,,,,,,,,,,
Vit Fetknopp,Sedum album,Fetbladsväxter,SmaProvArt,Vit_Fetknopp,https://sv.wikipedia.org/wiki/Vit_fetknopp,Sedum album,,,,,Gräsmark,,,,KT,,Silikat,,Kalk,,Artrikt,Hällmark,,
Vit-/Trampgröe,Poa annua/P. supina,Gräs,SmaProvArt,Vit_Trampgroe,https://sv.wikipedia.org/wiki/Vit-/trampgr%C3%B6e,Poa annua/P. supina,,,,,,,,,,,,,,,,,,
Vitklöver,Trifolium repens,Ärtväxter,SmaProvArt,Vitklover,https://sv.wikipedia.org/wiki/Vitkl%C3%B6ver,Trifolium repens,,,,,,,,,,,,,,,,,,
Vitmoss Övriga,Sphagnum ,Mossor,SmaProvArt,Vitmossor_Ovriga,https://sv.wikipedia.org/wiki/vitmossor,Sphagnum ,,,,,,,Mossor,,,,,,,,,,,
Vitmåra,Galium boreale,Måreväxter,SmaProvArt,Vitmara,https://sv.wikipedia.org/wiki/Vitm%C3%A5ra,Galium boreale,,,,,,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Vitsippa,Anemone nemorosa,Ranunkelväxter,SmaProvArt,Vitsippa,https://sv.wikipedia.org/wiki/Vitsippa,Anemone nemorosa,,,,,,,,,,,,,,,,,,
Vresros,Rosa rugosa,Rosväxter,TradBuskArt,Vresros,https://sv.wikipedia.org/wiki/Vresros,Rosa rugosa,,,Buskar,Bärande,,,,,,,,,,,,,,
Vår-/Småfingerört,Potentilla crantzii/P. verna,Rosväxter,SmaProvArt,Var_Smafingerort,https://sv.wikipedia.org/wiki/V%C3%A5r-/sm%C3%A5finger%C3%B6rt,Potentilla crantzii/P. verna,,,,,Gräsmark,,,,KT,,Silikat,,Kalk,,,Hällmark,,
Vårbrodd,Anthoxanthum odoratum,Gräs,SmaProvArt,Varbrodd,https://sv.wikipedia.org/wiki/V%C3%A5rbrodd,Anthoxanthum odoratum,,,,,,,,,KT,,Silikat,,Kalk,,,Hällmark,,
Vårfryle,Luzula pilosa,Tågväxter,SmaProvArt,Varfryle,https://sv.wikipedia.org/wiki/V%C3%A5rfryle,Luzula pilosa,,,,,,,,,,,,,,,,,,
Vårspärgel,Spergula morisonii,Nejlikväxter,SmaProvArt,Varspargel,https://sv.wikipedia.org/wiki/V%C3%A5rsp%C3%A4rgel,Spergula morisonii,,,,,,,,,KT,,Silikat,,,,,Hällmark,,
Vår-/backstarr,Carex caryophyllea,Halvgräs,SmaProvArt,Var_backstarr,https://artfakta.se/artbestamning/taxon/carex-caryophyllea-222295,,,,,,,,,,,,,,,,,,,
Vårarv,Cerastium semidecandrum,Nejlikväxter,SmaProvArt,Vararv,https://artfakta.se/artbestamning/taxon/Cerastium%20semidecandrum-220699,,,,,,,,,,,,,,,,,,,
Vårtåtel,Aira praecox,Gräs,SmaProvArt,Vartåtel,https://artfakta.se/artbestamning/taxon/Aira%20praecox-222203,,,,,,,,,,,,,,,,,,,
Våtarv,Stellaria media,Nejlikväxter,SmaProvArt,Vatarv,https://artfakta.se/artbestamning/taxon/Stellaria%20media-220959,Stellaria media,,,,,,,,,,,,,,,,,,
Väddklint,Centaurea scabiosa,Korgblommiga,SmaProvArt,Vaddklint,https://sv.wikipedia.org/wiki/V%C3%A4ddklint,Centaurea scabiosa,,,,,,,,,,,,,,,Artrikt,Hällmark,,
Väggmossa,Pleurozium schreberi,Mossor,SmaProvArt,Vaggmossa,https://sv.wikipedia.org/wiki/V%C3%A4ggmossa,Pleurozium schreberi,,,,,,,Mossor,,,,Silikat,,,,,Hällmark,,
Vägtistel,Cirsium vulgare,Korgblommiga,SmaProvArt,Vagtistel,https://sv.wikipedia.org/wiki/V%C3%A4gtistel,Cirsium vulgare,Stor art,,,,,,,,,,,,,,,,,
Vänderot-arter,Valeriana,Kaprifolväxter,SmaProvArt,Vanderot_arter,https://artfakta.se/artbestamning/search/species?q=v%C3%A4nderot&n=true,,,,,,,,,,,,,,,,,,,
Vätögontröst,Euphrasia suecica var. gotlandica,Lejongapsväxter,SmaProvArt,Vatogontrost,https://artfakta.se/artbestamning/taxon/Euphrasia%20stricta%20var.%20gotlandica-224256,,,,,,,,,,,,,,Kalk,,,,,
Åker-/Lövbinda,Fallopia convolvulus/F. dumetorum,Slideväxter,SmaProvArt,Aker_Lovbinda,http://sv.wikipedia.org/wiki/%C3%85kerbinda,Fallopia convolvulus/F. dumetorum,,,,,,,,,,,,,,,,,,
Åkerbär,Rubus arcticus,Rosväxter,SmaProvArt,Akerbar,http://sv.wikipedia.org/wiki/%C3%85kerb%C3%A4r,Rubus arcticus,,,,,,,,,,,,,,,,,,
Åkerfräken,Equisetum arvense,Fräkenväxter,SmaProvArt,Akerfraken,http://linnaeus.nrm.se/flora/orm/equiseta/equis/equiarv.html,Equisetum arvense,,,,,,,,,,,,,,,,,,
Åkerförgätmigej,Myosotis arvensis,Strävbladiga,SmaProvArt,Akerforgatmigej,http://sv.wikipedia.org/wiki/%C3%85kerf%C3%B6rg%C3%A4tmigej,Myosotis arvensis,,,,,,,,,,,Silikat,,,,,Hällmark,,
Åkermynta,Mentha arvensis,Kransblommiga,SmaProvArt,Akermynta,https://artfakta.se/artbestamning/taxon/Mentha%20arvensis-221712,,,,,,,,,,,,,,,,,,,
Åkerspärgel,Spergula arvensis,Nejlikväxter,SmaProvArt,Akerspargel,http://sv.wikipedia.org/wiki/%C3%85kersp%C3%A4rgel,Spergula arvensis,,,,,,,,,,,,,,,,,,
Åkertistel,Cirsium arvense,Korgblommiga,SmaProvArt,Akertistel,https://sv.wikipedia.org/wiki/%C3%85kertistel,Cirsium arvense,Stor art,,,,,,,,,,,,,,,,,
Åkervinda,Convolvulus arvensis,Vindeväxter,SmaProvArt,Akervinda,http://artfakta.artdatabanken.se/taxon/219775,Convolvulus arvensis,,,,,,,,,,,,,,,,,,
Åkerviol,Viola arvensis,Violväxter,SmaProvArt,Akerviol,https://sv.wikipedia.org/wiki/%C3%85kerviol,Viola arvensis,,,,,,,,,,,Silikat,,,,,Hällmark,,
Åkervädd,Knautia arvensis,Kaprifolväxter,SmaProvArt,Akervadd,http://sv.wikipedia.org/wiki/%C3%85kerv%C3%A4dd,Knautia arvensis,,,,,,,,,,,Silikat,,,,Artrikt,Hällmark,,
Ädelgr. Abies,Abies,Tallväxter,TradBuskArt,Abies_Adelgran,http://sv.wikipedia.org/wiki/%C3%84delgranssl%C3%A4ktet,,,,Träd,,,,,,,,,,,,,,,
Äkta Förgätmigej,Myosotis scorpioides,Strävbladiga,SmaProvArt,Forgatmigej_Akta,https://artfakta.se/artbestamning/taxon/Myosotis%20scorpioides-221546,,,,,,,,,,,,,,,,,,,
Äkta Johannesört,Hypericum perforatum,Johannesörtsväxter,SmaProvArt,Akta_Johannesort,https://sv.wikipedia.org/wiki/%C3%84kta_johannes%C3%B6rt,Hypericum perforatum,,,,,,,,,,,Silikat,,Kalk,,,Hällmark,,
Älghornslav,Cladonia foliacea,Lavar,SmaProvArt,Alghornslav,https://artfakta.se/artbestamning/taxon/Cladonia%20foliacea-228625,,,,,,,,,Lavar,,KT,,,Kalk,,,Hällmark,,
Älgört,Filipendula ulmaria,Rosväxter,SmaProvArt,Algort,https://sv.wikipedia.org/wiki/%C3%84lggr%C3%A4s,Filipendula ulmaria,Stor art,,,,,,,,,,,Vatten,,Dike,,,,
Ältranunkel,Ranunculus flammula,Ranunkelväxter,SmaProvArt,Altranunkel,https://artfakta.se/artbestamning/taxon/Ranunculus%20flammula-222898,,,,,,,,,,,,,,,,,,,
Älväxing,Sesleria uliginosa,Gräs,SmaProvArt,Alvaxing,https://sv.wikipedia.org/wiki/%C3%84lv%C3%A4xing,Sesleria uliginosa,,,,,Gräsmark,,,,,,,,Kalk,,,Hällmark,,
Ängs-/Kärrbräsma,Cardamine pratensis ssp. pratensis/ssp. paludosa,Korsblommiga,SmaProvArt,Angs_Karrbrasma,https://sv.wikipedia.org/wiki/%C3%84ngsbr%C3%A4sma,Cardamine pratensis ssp. pratensis/ssp. paludosa,,,,,,,,,,,,,,,,,,
Ängs-/Skogskovall,Melampyrum pratense/M. sylvaticum,Snyltrotsväxter,SmaProvArt,Angs_Skogskovall,https://sv.wikipedia.org/wiki/%C3%84ngskovall,Melampyrum pratense/M. sylvaticum,,,,,,,,,,,,,,,,,,
Ängs-/Skogsviol,Viola canina/V. riviniana,Violväxter,SmaProvArt,Angs_Skogsviol,https://sv.wikipedia.org/wiki/Violsl%C3%A4ktet,Viola canina/V. riviniana,,,,,,,,,,,,,,,,,,
Ängsfräken,Equisetum pratense,Fräkenväxter,SmaProvArt,Angsfraken,http://linnaeus.nrm.se/flora/orm/equiseta/equis/equipra.html,Equisetum pratense,,,,,,,,,,,,,,,,,,
Ängsgentiana,Gentianella amarella,Gentianaväxter,SmaProvArt,Angsgentiana,https://artfakta.se/artbestamning/taxon/Gentianella%20amarella%20subsp.%20amarella-264683,,,,,,Gräsmark,,,,,,,,,,,,,
Ängshaverrot,Tragopogon pratensis,Korgblommiga,SmaProvArt,Angshaverrot,https://sv.wikipedia.org/wiki/%C3%84ngshaverrot,Tragopogon pratensis,,,,,,,,,,,,,,,,,,
Ängshavre,Helictochloa pratensis,Gräs,SmaProvArt,Angshavre,https://artfakta.se/artbestamning/taxon/helictochloa-pratensis-220178,Helictochloa pratensis,,,,,Gräsmark,,,,,,Silikat,,Kalk,,Artrikt,Hällmark,,
Ängsklocka,Campanula patula,Klockväxter,SmaProvArt,Angsklocka,https://artfakta.se/artbestamning/taxon/Campanula%20patula-220017,,,,,,,,,,,,,,,,,,,
Ängsnycklar,Dactylorhiza incarnata,Orkideer,SmaProvArt,Angsnycklar,http://linnaeus.nrm.se/flora/mono/poa/helic/helipra.html,Dactylorhiza incarnata,,,,,,Våtmark,,,,,,,Kalk,,,,,
Ängs-Backruta,Thalictrum flavum,Ranunkelväxter,SmaProvArt,Angs_Backruta,https://artfakta.se/artbestamning/taxon/thalictrum-flavum-222927,,,,,,,,,,,,,,,,,,,
Ängsskära,Serratula tinctoria,Korgblommiga,SmaProvArt,Angsskara,https://sv.wikipedia.org/wiki/Ängsskära,Serratula tinctoria,,,,,,,,,,,,,,,Artrikt,,,
Ängsstarr,Carex hostiana,Halvgräs,SmaProvArt,Angsstarr,https://artfakta.se/artbestamning/taxon/Carex%20hostiana-222322,,,,,,,,,,,,,,,,,,,
Ängssvingel,Schedonorus pratensis,Gräs,SmaProvArt,Angssvingel,https://sv.wikipedia.org/wiki/%C3%84ngssvingel,Schedonorus pratensis,,,,,,,,,,,,,,,,,,
Ängssyra,Rumex acetosa,Slideväxter,SmaProvArt,Angssyra,https://sv.wikipedia.org/wiki/%C3%84ngssyra,Rumex acetosa,,,,,,,,,,,,,,,,,,
Ängsull,Eriophorum angustifolium,Halvgräs,SmaProvArt,Angsull,https://sv.wikipedia.org/wiki/%C3%84ngsull,Eriophorum angustifolium,,,,,,,,,,,,,,,,,,
Ängsvädd,Succisa pratensis,Kaprifolväxter,SmaProvArt,Angsvadd,http://www.biopix.net/search1.aspx?searchtext=Succisa%20pratensis&category=insekter&q=Succisa%20pratensis,Succisa pratensis,,,,,,,,,,,,,,,Artrikt,,,
